loc,trait,group1,group2,meandiff,p-adj,lower,upper,reject
Glyma.09G023100,water_soluble_protein,hap1,hap7,-6.8539,0.0224,-13.0904,-0.6174,TRUE
Glyma.09G023100,water_soluble_protein,hap18,hap7,-8.4629,0.0071,-15.3576,-1.5681,TRUE
Glyma.09G023100,water_soluble_protein,hap4,hap7,-7.4165,0.001,-12.6285,-2.2046,TRUE
Glyma.09G023100,water_soluble_protein,hap5,hap7,-6.724,0.0061,-12.1384,-1.3097,TRUE
Glyma.06G288700,water_soluble_protein,hap2,hap4,-5.1,0.0253,-9.6878,-0.5121,TRUE
Glyma.18G282600,water_soluble_protein,hap1,hap4,-3.3351,0.0363,-6.5325,-0.1378,TRUE
Glyma.18G137500,water_soluble_protein,hap1,hap4,-5.971,0.0019,-10.3078,-1.6343,TRUE
Glyma.18G137500,water_soluble_protein,hap3,hap4,-4.8987,0.0278,-9.445,-0.3524,TRUE
Glyma.06G320300,water_soluble_protein,hap1,hap4,-4.9522,0.0032,-8.6131,-1.2914,TRUE
Glyma.06G320300,water_soluble_protein,hap2,hap4,-6.2152,0.0002,-10.0255,-2.4049,TRUE
Glyma.04G223900,water_soluble_protein,hap1,hap2,-2.6068,0.0082,-4.5309,-0.6827,TRUE
Glyma.15G217300,water_soluble_protein,hap2,hap3,-4.9615,0.0001,-7.7476,-2.1754,TRUE
Glyma.01G218700,water_soluble_protein,hap1,hap2,-3.3013,0.0045,-5.5632,-1.0395,TRUE
Glyma.13G370200,water_soluble_protein,hap1,hap2,-7.7349,0.0003,-11.872,-3.5977,TRUE
Glyma.18G234400,water_soluble_protein,hap1,hap2,-1.8122,0.0456,-3.5889,-0.0355,TRUE
Glyma.11G019900,water_soluble_protein,hap1,hap3,-4.2457,0.0149,-7.8062,-0.6852,TRUE
Glyma.08G094500,water_soluble_protein,hap1,hap3,-7.6564,0,-11.5287,-3.7842,TRUE
Glyma.08G094500,water_soluble_protein,hap2,hap3,-9.4702,0,-14.1319,-4.8085,TRUE
Glyma.03G240400,water_soluble_protein,hap1,hap2,-1.9603,0.0223,-3.6378,-0.2828,TRUE
Glyma.05G155900,water_soluble_protein,hap2,hap3,-1.8872,0.0391,-3.6992,-0.0752,TRUE
Glyma.18G186500,water_soluble_protein,hap2,hap4,4.3544,0.0149,0.7027,8.0061,TRUE
Glyma.04G015000,water_soluble_protein,hap1,hap2,2.9102,0.0008,1.067,4.7534,TRUE
Glyma.06G323500,water_soluble_protein,hap2,hap3,-4.291,0.0003,-6.8312,-1.7507,TRUE
Glyma.01G042200,water_soluble_protein,hap1,hap2,3.064,0.0104,0.7289,5.399,TRUE
Glyma.03G097000,water_soluble_protein,hap1,hap2,-1.855,0.0133,-3.3181,-0.3919,TRUE
Glyma.08G155900,water_soluble_protein,hap1,hap2,-2.5263,0.034,-4.8993,-0.1532,TRUE
Glyma.04G257000,water_soluble_protein,hap1,hap2,-3.158,0.0108,-5.5751,-0.7408,TRUE
Glyma.18G256100,water_soluble_protein,hap1,hap3,-4.9213,0.0037,-8.4754,-1.3671,TRUE
Glyma.02G048100,water_soluble_protein,hap1,hap2,-3.9346,0.002,-6.401,-1.4681,TRUE
Glyma.08G120800,water_soluble_protein,hap1,hap2,2.7127,0.0263,0.2295,5.1959,TRUE
Glyma.08G120800,water_soluble_protein,hap2,hap4,-4.8307,0.013,-8.9054,-0.7559,TRUE
Glyma.10G152600,water_soluble_protein,hap1,hap14,-7.4345,0.0003,-11.7785,-3.0905,TRUE
Glyma.10G152600,water_soluble_protein,hap14,hap3,7.5558,0,3.5619,11.5497,TRUE
Glyma.13G208900,water_soluble_protein,hap1,hap2,-4.6582,0.0039,-7.8007,-1.5156,TRUE
Glyma.03G117300,water_soluble_protein,hap1,hap2,-4.0659,0.0138,-7.2902,-0.8416,TRUE
Glyma.08G065600,water_soluble_protein,hap1,hap2,-2.4371,0.0043,-4.0975,-0.7768,TRUE
Glyma.08G178600,water_soluble_protein,hap1,hap2,-4.3803,0.0022,-7.1597,-1.6009,TRUE
Glyma.08G277000,water_soluble_protein,hap1,hap2,-3.0567,0.0032,-5.0735,-1.0398,TRUE
Glyma.01G214200,water_soluble_protein,hap1,hap2,-5.3796,0,-7.737,-3.0223,TRUE
Glyma.08G321100,water_soluble_protein,hap1,hap5,-5.352,0.0017,-9.1142,-1.5898,TRUE
Glyma.19G029500,water_soluble_protein,hap1,hap2,-4.5434,0.0088,-7.9258,-1.1609,TRUE
Glyma.08G103900,water_soluble_protein,hap1,hap3,-5.5631,0.0009,-9.2786,-1.8477,TRUE
Glyma.08G103900,water_soluble_protein,hap1,hap4,-7.1615,0,-11.1183,-3.2047,TRUE
Glyma.08G103900,water_soluble_protein,hap2,hap4,-6.8071,0.0008,-11.343,-2.2713,TRUE
Glyma.06G180200,water_soluble_protein,hap1,hap2,2.6506,0.0015,1.0289,4.2724,TRUE
Glyma.08G100800,water_soluble_protein,hap1,hap2,-6.3328,0,-9.2728,-3.3928,TRUE
Glyma.02G004200,water_soluble_protein,hap1,hap2,-2.7878,0.0022,-4.5569,-1.0186,TRUE
Glyma.08G280200,water_soluble_protein,hap1,hap2,-2.8325,0.0081,-4.9179,-0.747,TRUE
Glyma.12G214700,water_soluble_protein,hap1,hap3,-5.5506,0.0013,-8.9036,-2.1976,TRUE
Glyma.02G235600,water_soluble_protein,hap1,hap3,-3.479,0.007,-6.1551,-0.8029,TRUE
Glyma.18G233800,water_soluble_protein,hap1,hap2,-1.769,0.044,-3.4898,-0.0482,TRUE
Glyma.11G013900,water_soluble_protein,hap1,hap3,-2.1337,0.0065,-3.6602,-0.6071,TRUE
Glyma.17G033100,water_soluble_protein,hap1,hap3,-4.4118,0.0453,-8.7591,-0.0646,TRUE
Glyma.17G033100,water_soluble_protein,hap2,hap3,-5.5025,0.0105,-10.0405,-0.9645,TRUE
Glyma.04G039700,water_soluble_protein,hap1,hap4,-3.6634,0.0051,-6.2113,-1.1154,TRUE
Glyma.16G152600,water_soluble_protein,hap3,hap4,4.5578,0.0056,1.0215,8.094,TRUE
Glyma.19G042000,water_soluble_protein,hap1,hap2,2.5726,0.0014,1.0136,4.1315,TRUE
Glyma.06G317000,water_soluble_protein,hap5,hap6,-4.7523,0.0051,-8.3993,-1.1053,TRUE
Glyma.12G032600,water_soluble_protein,hap1,hap2,-5.4747,0.0028,-9.0386,-1.9108,TRUE
Glyma.04G024700,water_soluble_protein,hap1,hap2,-3.3609,0.0245,-6.2837,-0.4382,TRUE
Glyma.04G036000,water_soluble_protein,hap1,hap2,-2.8366,0.004,-4.7526,-0.9207,TRUE
Glyma.15G066600,water_soluble_protein,hap1,hap2,-4.6356,0.0352,-9.0143,-0.2569,TRUE
Glyma.10G082100,water_soluble_protein,hap1,hap3,-4.7489,0.0019,-8.1154,-1.3824,TRUE
Glyma.10G082100,water_soluble_protein,hap2,hap3,-4.7218,0.0026,-8.1453,-1.2983,TRUE
Glyma.10G082100,water_soluble_protein,hap3,hap4,4.7633,0.0085,0.9186,8.6081,TRUE
Glyma.13G059800,water_soluble_protein,hap1,hap2,3.303,0.0139,0.6818,5.9241,TRUE
Glyma.07G058800,water_soluble_protein,hap1,hap3,-2.5508,0.0191,-4.7592,-0.3425,TRUE
Glyma.06G323600,water_soluble_protein,hap2,hap6,-5.523,0.002,-9.4434,-1.6027,TRUE
Glyma.15G066900,water_soluble_protein,hap1,hap2,-4.6541,0.0341,-9.0279,-0.2803,TRUE
Glyma.18G138900,water_soluble_protein,hap1,hap2,-4.7997,0.0007,-7.5444,-2.0551,TRUE
Glyma.08G328400,water_soluble_protein,hap1,hap2,-2.618,0.0007,-4.1043,-1.1317,TRUE
Glyma.12G100400,water_soluble_protein,hap1,hap2,-1.9715,0.0363,-3.8151,-0.1278,TRUE
Glyma.15G274400,water_soluble_protein,hap1,hap4,-3.7785,0.0066,-6.4877,-1.0692,TRUE
Glyma.02G239000,water_soluble_protein,hap1,hap2,-2.2483,0.0028,-3.7117,-0.7848,TRUE
Glyma.03G231500,water_soluble_protein,hap1,hap2,-3.4291,0.0154,-6.1945,-0.6637,TRUE
Glyma.13G220400,water_soluble_protein,hap1,hap5,-7.0635,0.0035,-12.3168,-1.8102,TRUE
Glyma.13G220400,water_soluble_protein,hap2,hap5,-6.445,0.0082,-11.6227,-1.2673,TRUE
Glyma.13G220400,water_soluble_protein,hap3,hap5,-6.1572,0.0116,-11.2829,-1.0315,TRUE
Glyma.01G086300,water_soluble_protein,hap1,hap2,2.9052,0.0154,0.5617,5.2486,TRUE
Glyma.06G207900,water_soluble_protein,hap1,hap2,-5.7036,0.0006,-9.2576,-2.1496,TRUE
Glyma.06G207900,water_soluble_protein,hap2,hap3,5.3652,0.0088,1.1341,9.5962,TRUE
Glyma.11G252800,water_soluble_protein,hap1,hap2,3.9711,0.0058,1.168,6.7742,TRUE
Glyma.09G169000,water_soluble_protein,hap1,hap3,-4.9104,0.0051,-8.571,-1.2498,TRUE
Glyma.09G169000,water_soluble_protein,hap2,hap3,-4.9382,0.0062,-8.6871,-1.1894,TRUE
Glyma.18G067300,water_soluble_protein,hap1,hap2,-6.4929,0.0029,-11.0779,-1.9078,TRUE
Glyma.18G067300,water_soluble_protein,hap2,hap3,7.0222,0.0132,1.2186,12.8258,TRUE
Glyma.13G206900,water_soluble_protein,hap1,hap2,-3.8276,0.0004,-6.132,-1.5233,TRUE
Glyma.13G206900,water_soluble_protein,hap2,hap3,6.1464,0.0006,2.3117,9.9811,TRUE
Glyma.13G371000,water_soluble_protein,hap1,hap3,-7.7259,0.001,-12.715,-2.7367,TRUE
Glyma.13G371000,water_soluble_protein,hap2,hap3,-7.6558,0.0099,-13.7765,-1.535,TRUE
Glyma.08G278300,water_soluble_protein,hap1,hap2,-2.9957,0.0027,-4.9379,-1.0535,TRUE
Glyma.02G235700,water_soluble_protein,hap1,hap2,-3.1369,0.011,-5.5448,-0.729,TRUE
Glyma.02G237100,water_soluble_protein,hap1,hap3,-2.8385,0.0125,-5.1696,-0.5073,TRUE
Glyma.05G038500,water_soluble_protein,hap1,hap4,-5.4114,0.0012,-9.1059,-1.7169,TRUE
Glyma.08G095900,water_soluble_protein,hap1,hap2,-6.7879,0.0002,-10.297,-3.2788,TRUE
Glyma.08G323800,water_soluble_protein,hap1,hap3,-3.3246,0.025,-6.2252,-0.424,TRUE
Glyma.06G210400,water_soluble_protein,hap1,hap2,-2.8981,0.0287,-5.5525,-0.2437,TRUE
Glyma.10G138300,water_soluble_protein,hap1,hap2,-2.3887,0.0238,-4.4557,-0.3218,TRUE
Glyma.13G219200,water_soluble_protein,hap1,hap3,-9.7086,0.0002,-15.2663,-4.1508,TRUE
Glyma.13G219200,water_soluble_protein,hap2,hap3,-9.7373,0.0003,-15.4534,-4.0212,TRUE
Glyma.10G072100,water_soluble_protein,hap1,hap2,-3.088,0.0148,-5.5628,-0.6133,TRUE
Glyma.13G214700,water_soluble_protein,hap5,hap6,5.9135,0.0067,1.2534,10.5737,TRUE
Glyma.16G086700,water_soluble_protein,hap1,hap15,-5.4499,0.004,-9.4006,-1.4992,TRUE
Glyma.08G029300,water_soluble_protein,hap1,hap2,-3.1994,0.0202,-5.8915,-0.5073,TRUE
Glyma.16G089700,water_soluble_protein,hap1,hap2,-3.6179,0.0051,-6.1345,-1.1014,TRUE
Glyma.02G048500,water_soluble_protein,hap1,hap2,-2.3844,0.0177,-4.3496,-0.4192,TRUE
Glyma.09G184200,water_soluble_protein,hap1,hap2,-1.6411,0.0323,-3.1416,-0.1405,TRUE
Glyma.03G181900,water_soluble_protein,hap1,hap2,2.2325,0.0112,0.5139,3.951,TRUE
Glyma.18G013100,water_soluble_protein,hap1,hap4,-5.4163,0.0011,-9.1995,-1.6331,TRUE
Glyma.18G013100,water_soluble_protein,hap2,hap4,-4.8156,0.001,-8.1656,-1.4657,TRUE
Glyma.18G013100,water_soluble_protein,hap3,hap4,-5.3512,0.0001,-8.5452,-2.1572,TRUE
Glyma.06G224400,water_soluble_protein,hap1,hap2,-2.8055,0.0219,-5.2,-0.4111,TRUE
Glyma.08G159500,water_soluble_protein,hap1,hap2,-3.1685,0.0304,-6.0957,-0.2413,TRUE
Glyma.08G159500,water_soluble_protein,hap2,hap3,4.1821,0.0019,1.3409,7.0234,TRUE
Glyma.06G318000,water_soluble_protein,hap1,hap2,4.4287,0.0002,1.8946,6.9629,TRUE
Glyma.07G086800,water_soluble_protein,hap2,hap3,-1.7507,0.0375,-3.3989,-0.1025,TRUE
Glyma.08G053400,water_soluble_protein,hap1,hap2,-4.2119,0.0067,-7.2371,-1.1866,TRUE
Glyma.18G158100,water_soluble_protein,hap1,hap3,-4.3897,0.0023,-7.4331,-1.3462,TRUE
Glyma.10G290400,water_soluble_protein,hap1,hap2,-3.0246,0.0068,-5.2025,-0.8466,TRUE
Glyma.10G240700,water_soluble_protein,hap1,hap10,-4.4821,0.0238,-8.4782,-0.4861,TRUE
Glyma.04G066400,water_soluble_protein,hap1,hap5,-4.2115,0.001,-7.062,-1.3611,TRUE
Glyma.04G066400,water_soluble_protein,hap2,hap5,-7.7962,0,-12.1837,-3.4087,TRUE
Glyma.04G066400,water_soluble_protein,hap3,hap5,-5.9656,0.0002,-9.5388,-2.3923,TRUE
Glyma.10G070400,water_soluble_protein,hap1,hap3,-1.9346,0.0152,-3.492,-0.3772,TRUE
Glyma.17G255500,water_soluble_protein,hap1,hap2,-8.6892,0,-12.7937,-4.5846,TRUE
Glyma.17G255500,water_soluble_protein,hap2,hap3,6.6799,0.0081,1.4545,11.9052,TRUE
Glyma.18G137100,water_soluble_protein,hap1,hap3,-4.6925,0.0005,-7.5847,-1.8003,TRUE
Glyma.02G075000,water_soluble_protein,hap1,hap2,-3.1418,0.0125,-5.5972,-0.6865,TRUE
Glyma.20G081100,water_soluble_protein,hap1,hap2,-1.9143,0.0092,-3.3477,-0.4808,TRUE
Glyma.04G256500,water_soluble_protein,hap1,hap2,-2.9091,0.016,-5.2682,-0.5501,TRUE
Glyma.13G249000,water_soluble_protein,hap1,hap3,-3.7387,0.0021,-6.3029,-1.1745,TRUE
Glyma.08G161500,water_soluble_protein,hap1,hap2,-4.5098,0.0154,-8.3087,-0.7109,TRUE
Glyma.16G216000,water_soluble_protein,hap1,hap2,2.302,0.0484,0.0167,4.5873,TRUE
Glyma.08G096000,water_soluble_protein,hap1,hap2,-6.7879,0.0002,-10.297,-3.2788,TRUE
Glyma.05G110100,water_soluble_protein,hap1,hap2,-3.2859,0.0025,-5.3983,-1.1735,TRUE
Glyma.08G264000,water_soluble_protein,hap1,hap2,-6.0268,0.0009,-9.5285,-2.5251,TRUE
Glyma.08G180100,water_soluble_protein,hap1,hap3,-3.8007,0.0123,-6.917,-0.6844,TRUE
Glyma.08G323700,water_soluble_protein,hap1,hap4,-4.4904,0.0056,-7.6432,-1.3376,TRUE
Glyma.18G171900,water_soluble_protein,hap2,hap4,-8.5373,0.0013,-14.1719,-2.9027,TRUE
Glyma.15G099600,water_soluble_protein,hap1,hap3,-3.3017,0.0333,-6.3938,-0.2096,TRUE
Glyma.15G099600,water_soluble_protein,hap2,hap3,-4.7319,0.0089,-8.47,-0.9938,TRUE
Glyma.06G139000,water_soluble_protein,hap1,hap3,-4.8307,0.0078,-8.591,-1.0704,TRUE
Glyma.06G139000,water_soluble_protein,hap2,hap3,-4.622,0.0081,-8.2318,-1.0122,TRUE
Glyma.05G035800,water_soluble_protein,hap1,hap7,-4.972,0.0044,-8.6198,-1.3242,TRUE
Glyma.05G035800,water_soluble_protein,hap2,hap7,-5.1818,0.0016,-8.6523,-1.7112,TRUE
Glyma.08G328900,water_soluble_protein,hap1,hap2,-2.0764,0.0061,-3.5511,-0.6017,TRUE
Glyma.04G097000,water_soluble_protein,hap1,hap2,-3.593,0.0006,-5.8348,-1.3513,TRUE
Glyma.08G112100,water_soluble_protein,hap1,hap3,-11.0369,0,-14.3206,-7.7532,TRUE
Glyma.08G112100,water_soluble_protein,hap2,hap3,-10.935,0,-14.1675,-7.7025,TRUE
Glyma.01G239200,water_soluble_protein,hap1,hap2,-2.2199,0.0078,-3.8469,-0.5928,TRUE
Glyma.04G110500,water_soluble_protein,hap1,hap4,2.9822,0.0395,0.1142,5.8503,TRUE
Glyma.20G164300,water_soluble_protein,hap1,hap3,-7.0072,0,-10.0965,-3.9179,TRUE
Glyma.01G075100,water_soluble_protein,hap1,hap2,2.939,0.0233,0.405,5.473,TRUE
Glyma.12G226500,water_soluble_protein,hap1,hap2,-4.42,0.002,-7.199,-1.6409,TRUE
Glyma.09G235600,water_soluble_protein,hap2,hap4,-4.1499,0.0342,-8.0528,-0.2471,TRUE
Glyma.03G101800,water_soluble_protein,hap1,hap3,-3.9729,0.0029,-6.7762,-1.1695,TRUE
Glyma.03G101800,water_soluble_protein,hap2,hap3,-4.3947,0.0011,-7.256,-1.5334,TRUE
Glyma.18G166900,water_soluble_protein,hap2,hap3,7.7085,0.0015,2.5583,12.8587,TRUE
Glyma.11G189000,water_soluble_protein,hap1,hap10,-7.9618,0,-12.6644,-3.2593,TRUE
Glyma.11G189000,water_soluble_protein,hap10,hap2,7.4952,0.0004,2.3956,12.5949,TRUE
Glyma.11G189000,water_soluble_protein,hap10,hap3,7.4947,0.0003,2.543,12.4465,TRUE
Glyma.11G189000,water_soluble_protein,hap10,hap6,9.4915,0,3.8271,15.1559,TRUE
Glyma.16G091700,water_soluble_protein,hap1,hap2,-2.014,0.0145,-3.6233,-0.4047,TRUE
Glyma.08G260900,water_soluble_protein,hap1,hap4,-7.6545,0.0003,-12.1433,-3.1656,TRUE
Glyma.06G213000,water_soluble_protein,hap1,hap2,-3.5021,0.0084,-6.0945,-0.9097,TRUE
Glyma.18G244100,water_soluble_protein,hap2,hap4,-4.6326,0.0294,-8.9345,-0.3308,TRUE
Glyma.18G244100,water_soluble_protein,hap3,hap4,-5.7315,0.0061,-10.2108,-1.2522,TRUE
Glyma.19G042200,water_soluble_protein,hap1,hap2,2.521,0.0013,1.0022,4.0398,TRUE
Glyma.06G204800,water_soluble_protein,hap1,hap2,-6.215,0.0003,-10.126,-2.304,TRUE
Glyma.06G204800,water_soluble_protein,hap2,hap3,5.339,0.0223,0.5506,10.1274,TRUE
Glyma.16G081700,water_soluble_protein,hap1,hap4,-3.3172,0.0127,-6.0464,-0.588,TRUE
Glyma.09G253800,water_soluble_protein,hap1,hap2,-2.6809,0.0068,-4.7383,-0.6235,TRUE
Glyma.04G043500,water_soluble_protein,hap1,hap4,-4.2137,0.0216,-7.9233,-0.5042,TRUE
Glyma.18G145600,water_soluble_protein,hap1,hap3,-4.7488,0.0031,-8.2434,-1.2542,TRUE
Glyma.02G071400,water_soluble_protein,hap1,hap3,-6.0228,0.0035,-10.3529,-1.6927,TRUE
Glyma.12G204500,water_soluble_protein,hap1,hap4,-8.1327,0.0004,-13.037,-3.2284,TRUE
Glyma.12G204500,water_soluble_protein,hap3,hap4,-8.7,0.0006,-14.0829,-3.3171,TRUE
Glyma.06G309600,water_soluble_protein,hap1,hap4,-4.6765,0.0004,-7.4991,-1.8539,TRUE
Glyma.06G309600,water_soluble_protein,hap2,hap4,-3.7362,0.0116,-6.7759,-0.6965,TRUE
Glyma.20G079800,water_soluble_protein,hap1,hap2,-1.9803,0.0119,-3.5181,-0.4425,TRUE
Glyma.06G161200,water_soluble_protein,hap1,hap2,2.0572,0.009,0.5223,3.5921,TRUE
Glyma.18G170400,water_soluble_protein,hap2,hap3,6.4132,0.0061,1.5484,11.278,TRUE
Glyma.03G114100,water_soluble_protein,hap1,hap2,2.3458,0.0338,0.1817,4.5099,TRUE
Glyma.01G188200,water_soluble_protein,hap1,hap2,-1.9915,0.0316,-3.8051,-0.1778,TRUE
Glyma.06G197100,water_soluble_protein,hap1,hap3,-5.6436,0.0003,-9.015,-2.2721,TRUE
Glyma.06G197100,water_soluble_protein,hap2,hap3,-4.7887,0.0179,-8.9002,-0.6773,TRUE
Glyma.18G068200,water_soluble_protein,hap1,hap2,-3.9106,0.0043,-6.5805,-1.2408,TRUE
Glyma.17G093000,water_soluble_protein,hap1,hap2,-3.1533,0.0033,-5.4044,-0.9022,TRUE
Glyma.06G148500,water_soluble_protein,hap1,hap2,-4.7689,0.0184,-8.8785,-0.6593,TRUE
Glyma.15G067900,water_soluble_protein,hap1,hap3,-4.2804,0.0275,-8.1775,-0.3833,TRUE
Glyma.18G262400,water_soluble_protein,hap2,hap3,-2.6104,0.0063,-4.4731,-0.7477,TRUE
Glyma.18G224600,water_soluble_protein,hap2,hap3,-2.9172,0.0059,-5.1237,-0.7107,TRUE
Glyma.12G114200,water_soluble_protein,hap1,hap2,2.3102,0.0054,0.6949,3.9256,TRUE
Glyma.09G163700,water_soluble_protein,hap1,hap8,-12.888,0,-18.1776,-7.5984,TRUE
Glyma.09G163700,water_soluble_protein,hap2,hap8,-12.8269,0,-18.0328,-7.621,TRUE
Glyma.09G163700,water_soluble_protein,hap3,hap8,-11.4835,0,-17.5767,-5.3902,TRUE
Glyma.10G197000,water_soluble_protein,hap1,hap3,-5.765,0.0017,-9.6575,-1.8726,TRUE
Glyma.10G197000,water_soluble_protein,hap2,hap3,-6.7508,0.0046,-11.7293,-1.7723,TRUE
Glyma.08G283100,water_soluble_protein,hap1,hap3,-3.4375,0.0012,-5.4996,-1.3753,TRUE
Glyma.15G266700,water_soluble_protein,hap1,hap2,-2.7773,0.0168,-5.0483,-0.5064,TRUE
Glyma.06G309300,water_soluble_protein,hap1,hap3,3.0009,0.0031,0.8655,5.1363,TRUE
Glyma.20G232300,water_soluble_protein,hap1,hap2,1.8916,0.02,0.3021,3.4811,TRUE
Glyma.11G086900,water_soluble_protein,hap1,hap3,-6.1805,0.0013,-10.2616,-2.0994,TRUE
Glyma.11G086900,water_soluble_protein,hap2,hap3,-5.9871,0.0009,-9.8223,-2.1519,TRUE
Glyma.05G080700,water_soluble_protein,hap1,hap2,-2.3172,0.0047,-3.9112,-0.7232,TRUE
Glyma.04G146900,water_soluble_protein,hap1,hap2,-2.8602,0.0207,-5.2774,-0.443,TRUE
Glyma.08G354800,water_soluble_protein,hap1,hap2,-9.0927,0,-12.7793,-5.4061,TRUE
Glyma.10G071300,water_soluble_protein,hap1,hap2,-4.5547,0.0021,-7.4366,-1.6727,TRUE
Glyma.19G152300,water_soluble_protein,hap1,hap2,-1.7432,0.0429,-3.4297,-0.0566,TRUE
Glyma.20G122500,water_soluble_protein,hap1,hap4,-3.9298,0.0129,-7.2402,-0.6193,TRUE
Glyma.20G122500,water_soluble_protein,hap4,hap5,4.0647,0.008,0.8044,7.3249,TRUE
Glyma.02G039700,water_soluble_protein,hap1,hap2,2.3175,0.0023,0.8407,3.7944,TRUE
Glyma.12G015300,water_soluble_protein,hap1,hap2,-3.5268,0.0032,-6.0369,-1.0167,TRUE
Glyma.18G276900,water_soluble_protein,hap2,hap3,-3.165,0.0009,-5.2003,-1.1297,TRUE
Glyma.07G255800,water_soluble_protein,hap1,hap2,-4.2216,0.003,-6.989,-1.4542,TRUE
Glyma.14G068600,water_soluble_protein,hap1,hap2,-2.2331,0.0174,-4.0687,-0.3974,TRUE
Glyma.08G329200,water_soluble_protein,hap1,hap2,-2.8184,0.0004,-4.3451,-1.2916,TRUE
Glyma.15G208400,water_soluble_protein,hap13,hap2,7.4791,0.0009,2.3474,12.6108,TRUE
Glyma.10G185500,water_soluble_protein,hap1,hap2,-4.2397,0.0047,-7.1608,-1.3185,TRUE
Glyma.20G037200,water_soluble_protein,hap1,hap7,3.1715,0.0333,0.1636,6.1795,TRUE
Glyma.20G084500,water_soluble_protein,hap1,hap3,4.714,0.0012,1.6198,7.8082,TRUE
Glyma.20G084500,water_soluble_protein,hap2,hap3,7.6478,0,4.2935,11.0022,TRUE
Glyma.11G084700,water_soluble_protein,hap1,hap2,-4.4402,0.0032,-7.364,-1.5165,TRUE
Glyma.02G243400,water_soluble_protein,hap1,hap5,-4.8656,0.0241,-9.2144,-0.5168,TRUE
Glyma.19G041900,water_soluble_protein,hap1,hap3,2.7218,0.0025,0.9741,4.4695,TRUE
Glyma.01G220100,water_soluble_protein,hap1,hap4,-3.7571,0.0061,-6.6051,-0.9091,TRUE
Glyma.01G220100,water_soluble_protein,hap2,hap4,-4.1345,0.0036,-7.1127,-1.1562,TRUE
Glyma.03G191100,water_soluble_protein,hap1,hap2,-2.9507,0.0488,-5.8854,-0.016,TRUE
Glyma.08G120000,water_soluble_protein,hap1,hap2,2.4186,0.0016,0.9289,3.9082,TRUE
Glyma.15G113900,water_soluble_protein,hap1,hap2,-3.1325,0.0104,-5.5184,-0.7465,TRUE
Glyma.09G266500,water_soluble_protein,hap1,hap2,2.5913,0.0017,0.9876,4.1949,TRUE
Glyma.08G098300,water_soluble_protein,hap1,hap3,-5.7869,0.0076,-10.2828,-1.2911,TRUE
Glyma.12G106800,water_soluble_protein,hap1,hap2,2.0966,0.0081,0.5523,3.6409,TRUE
Glyma.01G075000,water_soluble_protein,hap1,hap2,2.913,0.0247,0.3754,5.4507,TRUE
Glyma.13G187500,water_soluble_protein,hap1,hap2,3.3097,0.0148,0.5352,6.0843,TRUE
Glyma.16G084500,water_soluble_protein,hap1,hap6,-3.7368,0.0138,-6.9091,-0.5644,TRUE
Glyma.13G347100,water_soluble_protein,hap1,hap2,-2.3584,0.0401,-4.6085,-0.1083,TRUE
Glyma.04G135300,water_soluble_protein,hap1,hap3,-2.8485,0.0285,-5.3939,-0.3032,TRUE
Glyma.01G238200,water_soluble_protein,hap2,hap3,-2.3117,0.0283,-4.4251,-0.1984,TRUE
Glyma.12G060300,water_soluble_protein,hap1,hap2,-3.8789,0.0129,-6.9245,-0.8333,TRUE
Glyma.13G189000,water_soluble_protein,hap2,hap4,-4.2675,0.0114,-7.8662,-0.6687,TRUE
Glyma.13G189000,water_soluble_protein,hap2,hap5,-5.0779,0.0011,-8.6242,-1.5317,TRUE
Glyma.13G210200,water_soluble_protein,hap1,hap2,-4.7614,0.0005,-7.7063,-1.8165,TRUE
Glyma.13G210200,water_soluble_protein,hap2,hap3,6.6154,0.0004,2.6391,10.5917,TRUE
Glyma.12G023300,water_soluble_protein,hap1,hap2,-4.2843,0.0031,-7.099,-1.4696,TRUE
Glyma.20G079900,water_soluble_protein,hap1,hap2,-2.0798,0.0103,-3.6625,-0.4971,TRUE
Glyma.02G239500,water_soluble_protein,hap1,hap2,-1.982,0.0076,-3.4305,-0.5336,TRUE
Glyma.02G045100,water_soluble_protein,hap1,hap8,-6.0493,0.0005,-10.0588,-2.0398,TRUE
Glyma.02G045100,water_soluble_protein,hap2,hap8,-6.6649,0.0009,-11.2512,-2.0786,TRUE
Glyma.02G045100,water_soluble_protein,hap5,hap8,-8.1566,0.0016,-14.0094,-2.3038,TRUE
Glyma.18G229800,water_soluble_protein,hap2,hap4,-3.0695,0.0156,-5.7115,-0.4275,TRUE
Glyma.09G024100,water_soluble_protein,hap1,hap4,-4.2342,0.0039,-7.4176,-1.0508,TRUE
Glyma.09G024100,water_soluble_protein,hap3,hap4,-4.6257,0.0081,-8.3425,-0.9089,TRUE
Glyma.20G164100,water_soluble_protein,hap1,hap2,-3.1681,0.0114,-5.6132,-0.723,TRUE
Glyma.02G066600,water_soluble_protein,hap1,hap3,-4.2133,0.0044,-7.4114,-1.0151,TRUE
Glyma.06G251100,water_soluble_protein,hap1,hap14,-6.0149,0.0012,-10.2976,-1.7322,TRUE
Glyma.06G251100,water_soluble_protein,hap14,hap4,6.2739,0.0001,2.3644,10.1835,TRUE
Glyma.06G251100,water_soluble_protein,hap14,hap6,6.0098,0.0056,1.2025,10.8171,TRUE
Glyma.15G267900,water_soluble_protein,hap1,hap2,-5.8959,0.0003,-9.0438,-2.748,TRUE
