loc,trait,group1,group2,meandiff,p-adj,lower,upper,reject
Glyma.02G133900,protein_content,hap1,hap3,0.9966,0.0307,0.0745,1.9188,TRUE
Glyma.06G274800,protein_content,hap3,hap5,2.0276,0.0001,0.8928,3.1624,TRUE
Glyma.13G280000,protein_content,hap1,hap2,-0.9816,0.0015,-1.5829,-0.3804,TRUE
Glyma.08G162600,protein_content,hap1,hap2,0.9739,0.0102,0.2338,1.714,TRUE
Glyma.13G089800,protein_content,hap1,hap2,1.3479,0.0119,0.3003,2.3955,TRUE
Glyma.08G229600,protein_content,hap1,hap3,1.4577,0.0009,0.5197,2.3958,TRUE
Glyma.04G163500,protein_content,hap1,hap2,1.2384,0.0011,0.4997,1.977,TRUE
Glyma.08G367600,protein_content,hap1,hap2,1.0055,0.0112,0.2307,1.7803,TRUE
Glyma.08G117000,protein_content,hap1,hap2,1.5432,0,0.9104,2.176,TRUE
Glyma.17G074800,protein_content,hap1,hap2,0.7698,0.0139,0.1581,1.3814,TRUE
Glyma.18G135400,protein_content,hap1,hap2,1.7314,0.01,0.4177,3.0452,TRUE
Glyma.08G249100,protein_content,hap10,hap11,2.4217,0.0091,0.4255,4.418,TRUE
Glyma.08G249100,protein_content,hap11,hap2,-2.2051,0.0074,-3.9886,-0.4215,TRUE
Glyma.08G249100,protein_content,hap11,hap5,-2.5128,0.0018,-4.326,-0.6997,TRUE
Glyma.18G190800,protein_content,hap1,hap4,3.7294,0,2.1021,5.3567,TRUE
Glyma.06G285400,protein_content,hap2,hap3,1.89,0.0003,0.7002,3.0797,TRUE
Glyma.10G062700,protein_content,hap1,hap2,1.2346,0.0002,0.591,1.8781,TRUE
Glyma.16G034200,protein_content,hap1,hap2,-1.1794,0.0013,-1.8904,-0.4684,TRUE
Glyma.03G209300,protein_content,hap1,hap2,1.105,0.004,0.3563,1.8536,TRUE
Glyma.01G031100,protein_content,hap1,hap4,1.5353,0.0127,0.3317,2.739,TRUE
Glyma.16G016200,protein_content,hap1,hap2,-1.0866,0.0343,-2.0919,-0.0814,TRUE
Glyma.13G145300,protein_content,hap1,hap2,2.0565,0.0009,0.8536,3.2594,TRUE
Glyma.13G162200,protein_content,hap1,hap2,-1.1343,0.0011,-1.8105,-0.4581,TRUE
Glyma.07G156700,protein_content,hap1,hap2,1.2514,0.01,0.3033,2.1996,TRUE
Glyma.17G065600,protein_content,hap1,hap3,-1.2578,0.0142,-2.3073,-0.2082,TRUE
Glyma.08G106400,protein_content,hap1,hap3,1.5926,0,0.8564,2.3287,TRUE
Glyma.18G267100,protein_content,hap1,hap3,1.8908,0.0227,0.1896,3.5921,TRUE
Glyma.09G187700,protein_content,hap2,hap3,-1.7638,0.0136,-3.26,-0.2677,TRUE
Glyma.09G187700,protein_content,hap3,hap4,2.6209,0.0003,0.9982,4.2436,TRUE
Glyma.20G076500,protein_content,hap1,hap3,1.6004,0.0107,0.3087,2.8922,TRUE
Glyma.06G085500,protein_content,hap1,hap2,-1.1097,0.0003,-1.705,-0.5143,TRUE
Glyma.13G144000,protein_content,hap1,hap2,-1.1237,0.0014,-1.8714,-0.3761,TRUE
Glyma.15G036300,protein_content,hap1,hap2,1.2739,0.0001,0.6337,1.9142,TRUE
Glyma.08G109700,protein_content,hap1,hap2,1.6828,0,0.9831,2.3824,TRUE
Glyma.15G043100,protein_content,hap1,hap2,1.3379,0.005,0.3404,2.3354,TRUE
Glyma.17G020500,protein_content,hap1,hap2,0.9933,0.0107,0.2328,1.7538,TRUE
Glyma.04G112800,protein_content,hap1,hap2,1.0646,0.0045,0.3347,1.7946,TRUE
Glyma.15G047400,protein_content,hap1,hap3,1.3492,0.006,0.3264,2.372,TRUE
Glyma.06G273900,protein_content,hap1,hap2,-1.0306,0.0016,-1.6672,-0.3939,TRUE
Glyma.19G228100,protein_content,hap3,hap5,-2.0329,0.0009,-3.434,-0.6318,TRUE
Glyma.19G228100,protein_content,hap3,hap6,-1.6188,0.0134,-3.0071,-0.2305,TRUE
Glyma.03G073000,protein_content,hap1,hap2,0.9735,0.0085,0.2515,1.6956,TRUE
Glyma.15G033000,protein_content,hap1,hap2,1.3246,0.0005,0.5905,2.0586,TRUE
Glyma.03G036300,protein_content,hap4,hap5,1.1213,0.0273,0.0897,2.1528,TRUE
Glyma.04G163800,protein_content,hap1,hap3,1.2481,0.0016,0.4772,2.0189,TRUE
Glyma.20G221900,protein_content,hap1,hap2,1.347,0.0009,0.4831,2.2109,TRUE
Glyma.20G221900,protein_content,hap2,hap3,-1.555,0.0001,-2.4188,-0.6911,TRUE
Glyma.05G207700,protein_content,hap1,hap2,0.9692,0.0136,0.1647,1.7737,TRUE
Glyma.06G216100,protein_content,hap1,hap2,1.2832,0.001,0.4507,2.1156,TRUE
Glyma.20G224100,protein_content,hap1,hap2,2.2624,0.0025,0.6812,3.8435,TRUE
Glyma.05G185300,protein_content,hap1,hap2,-1.3145,0.0035,-2.2604,-0.3686,TRUE
Glyma.10G208100,protein_content,hap1,hap2,1.4232,0.0003,0.6552,2.1912,TRUE
Glyma.06G210500,protein_content,hap1,hap2,1.3911,0.0002,0.5854,2.1968,TRUE
Glyma.01G215800,protein_content,hap1,hap2,-1.2901,0.0065,-2.215,-0.3653,TRUE
Glyma.17G015600,protein_content,hap1,hap2,2.0549,0.0009,0.8548,3.2549,TRUE
Glyma.13G042100,protein_content,hap2,hap3,1.4539,0.0033,0.413,2.4948,TRUE
Glyma.14G194900,protein_content,hap1,hap2,-0.8056,0.0087,-1.4047,-0.2065,TRUE
Glyma.12G196800,protein_content,hap2,hap3,-1.5588,0.0069,-2.7579,-0.3597,TRUE
Glyma.06G156500,protein_content,hap1,hap2,-1.3152,0.0035,-2.2595,-0.3709,TRUE
Glyma.18G187700,protein_content,hap1,hap2,1.3031,0.035,0.0924,2.5138,TRUE
Glyma.05G188200,protein_content,hap1,hap2,-1.0227,0.0285,-1.9368,-0.1087,TRUE
Glyma.17G152600,protein_content,hap1,hap2,-0.9695,0.0048,-1.639,-0.3,TRUE
Glyma.05G225200,protein_content,hap1,hap2,1.149,0.0061,0.2759,2.0221,TRUE
Glyma.08G310900,protein_content,hap1,hap3,-1.3622,0.0198,-2.5055,-0.2188,TRUE
Glyma.08G140300,protein_content,hap1,hap3,2.3749,0,1.1676,3.5823,TRUE
Glyma.13G354800,protein_content,hap1,hap2,1.4477,0,0.7693,2.126,TRUE
Glyma.08G129300,protein_content,hap1,hap2,1.3851,0.0002,0.6642,2.106,TRUE
Glyma.08G145500,protein_content,hap1,hap2,1.3513,0.0001,0.6227,2.0799,TRUE
Glyma.04G115300,protein_content,hap1,hap2,1.3869,0.0008,0.4599,2.3138,TRUE
Glyma.08G179800,protein_content,hap1,hap3,1.3815,0.0047,0.3593,2.4038,TRUE
Glyma.10G024800,protein_content,hap1,hap2,1.4936,0.0086,0.3835,2.6037,TRUE
Glyma.07G215800,protein_content,hap1,hap2,1.537,0.0052,0.4631,2.6108,TRUE
Glyma.11G229000,protein_content,hap1,hap2,1.2266,0.0006,0.4645,1.9887,TRUE
Glyma.08G117300,protein_content,hap1,hap2,1.6926,0,1.1272,2.258,TRUE
Glyma.04G045200,protein_content,hap1,hap2,-1.7995,0.0034,-2.9964,-0.6025,TRUE
Glyma.04G107700,protein_content,hap1,hap2,1.1855,0.0328,0.0979,2.2731,TRUE
Glyma.08G175700,protein_content,hap1,hap2,1.444,0.0001,0.7113,2.1767,TRUE
Glyma.06G222900,protein_content,hap1,hap3,1.492,0.0014,0.5829,2.4011,TRUE
Glyma.08G170000,protein_content,hap1,hap2,1.1576,0.0043,0.3075,2.0078,TRUE
Glyma.15G149200,protein_content,hap1,hap3,1.8378,0.0001,0.8231,2.8526,TRUE
Glyma.20G000100,protein_content,hap1,hap2,0.7403,0.0258,0.0903,1.3902,TRUE
Glyma.15G043900,protein_content,hap1,hap2,1.621,0.0015,0.5338,2.7082,TRUE
Glyma.15G038300,protein_content,hap2,hap3,-1.4104,0.0011,-2.3302,-0.4906,TRUE
Glyma.06G204200,protein_content,hap1,hap2,1.3715,0.0004,0.5326,2.2103,TRUE
Glyma.01G202500,protein_content,hap1,hap2,1.0357,0.0009,0.431,1.6404,TRUE
Glyma.17G024400,protein_content,hap1,hap2,1.1239,0.0017,0.4269,1.821,TRUE
Glyma.13G128700,protein_content,hap1,hap3,-1.2724,0.0094,-2.2852,-0.2596,TRUE
Glyma.15G018400,protein_content,hap1,hap2,0.8923,0.0348,0.0643,1.7204,TRUE
Glyma.08G263600,protein_content,hap1,hap4,1.9704,0.0009,0.7061,3.2347,TRUE
Glyma.20G189900,protein_content,hap1,hap3,1.1657,0.0057,0.2863,2.0452,TRUE
Glyma.20G189900,protein_content,hap2,hap3,1.2419,0.0069,0.2863,2.1976,TRUE
Glyma.15G037100,protein_content,hap2,hap3,-1.4899,0.0023,-2.524,-0.4559,TRUE
Glyma.19G016000,protein_content,hap1,hap2,-1.0836,0.0037,-1.8113,-0.356,TRUE
Glyma.18G131300,protein_content,hap2,hap3,2.043,0.0098,0.3677,3.7184,TRUE
Glyma.08G169600,protein_content,hap1,hap2,1.1279,0.0044,0.2989,1.9569,TRUE
Glyma.06G076200,protein_content,hap1,hap2,-0.9639,0.013,-1.7223,-0.2055,TRUE
Glyma.19G016100,protein_content,hap1,hap2,-1.2099,0.0019,-1.9663,-0.4535,TRUE
Glyma.08G073100,protein_content,hap1,hap2,2.1871,0.0004,0.9814,3.3928,TRUE
Glyma.15G051600,protein_content,hap1,hap2,1.0042,0.0107,0.1937,1.8148,TRUE
Glyma.01G223100,protein_content,hap1,hap3,1.1046,0.0086,0.2347,1.9745,TRUE
Glyma.08G144700,protein_content,hap1,hap3,1.3264,0.0003,0.5351,2.1177,TRUE
Glyma.08G144700,protein_content,hap2,hap3,1.371,0.0029,0.4028,2.3393,TRUE
Glyma.19G019000,protein_content,hap1,hap2,1.1327,0.0024,0.3437,1.9218,TRUE
Glyma.08G144600,protein_content,hap1,hap3,1.427,0.0001,0.6223,2.2317,TRUE
Glyma.11G250200,protein_content,hap2,hap3,-2.1177,0.0016,-3.5426,-0.6929,TRUE
Glyma.08G249900,protein_content,hap1,hap2,1.1725,0.0004,0.5341,1.811,TRUE
Glyma.18G128400,protein_content,hap1,hap2,-0.8027,0.0202,-1.4785,-0.1269,TRUE
Glyma.09G193900,protein_content,hap1,hap2,1.2026,0.0157,0.2292,2.1759,TRUE
Glyma.04G169300,protein_content,hap2,hap3,-2.1885,0.0025,-3.7165,-0.6604,TRUE
Glyma.10G053300,protein_content,hap1,hap2,0.9854,0.018,0.1708,1.8001,TRUE
Glyma.17G022300,protein_content,hap1,hap2,1.5732,0.0005,0.6091,2.5374,TRUE
Glyma.01G213800,protein_content,hap1,hap2,-1.3334,0.0094,-2.3361,-0.3307,TRUE
Glyma.11G026700,protein_content,hap1,hap3,-1.1937,0.0095,-2.1446,-0.2428,TRUE
Glyma.11G026700,protein_content,hap2,hap3,-1.7167,0.0044,-2.9806,-0.4527,TRUE
Glyma.06G316300,protein_content,hap1,hap2,1.2113,0.0241,0.1289,2.2937,TRUE
Glyma.06G135200,protein_content,hap1,hap2,2.0586,0.0009,0.8585,3.2586,TRUE
Glyma.08G105600,protein_content,hap4,hap5,1.5688,0.0017,0.4641,2.6734,TRUE
Glyma.16G173200,protein_content,hap2,hap7,-2.0007,0.0033,-3.4827,-0.5187,TRUE
Glyma.16G173200,protein_content,hap5,hap7,-2.7843,0.0007,-4.6103,-0.9582,TRUE
Glyma.05G225000,protein_content,hap1,hap2,0.9415,0.0033,0.3169,1.5662,TRUE
Glyma.20G187700,protein_content,hap1,hap3,1.5806,0.0276,0.1139,3.0472,TRUE
Glyma.08G106000,protein_content,hap1,hap2,1.88,0,1.1901,2.5698,TRUE
Glyma.16G017500,protein_content,hap1,hap2,-1.239,0.0101,-2.1802,-0.2978,TRUE
Glyma.07G262100,protein_content,hap1,hap2,0.7875,0.015,0.1545,1.4206,TRUE
Glyma.17G243300,protein_content,hap1,hap3,2.357,0.0002,1.1139,3.6002,TRUE
Glyma.15G175800,protein_content,hap1,hap2,1.4901,0.0106,0.3505,2.6297,TRUE
Glyma.08G107300,protein_content,hap1,hap2,1.6331,0,0.8781,2.3881,TRUE
Glyma.01G010700,protein_content,hap1,hap3,1.235,0.017,0.1808,2.2893,TRUE
Glyma.01G010700,protein_content,hap2,hap3,2.0383,0.0035,0.5696,3.507,TRUE
Glyma.20G000600,protein_content,hap1,hap3,0.974,0.0417,0.0289,1.9191,TRUE
Glyma.10G253600,protein_content,hap1,hap7,-1.7067,0.0278,-3.2808,-0.1326,TRUE
Glyma.10G253600,protein_content,hap6,hap7,-2.8756,0.0011,-4.835,-0.9163,TRUE
Glyma.13G144500,protein_content,hap1,hap2,-1.1494,0.0007,-1.8751,-0.4237,TRUE
Glyma.06G073700,protein_content,hap1,hap7,-1.5907,0.0088,-2.8804,-0.3011,TRUE
Glyma.06G073700,protein_content,hap2,hap7,-1.7885,0.0066,-3.2,-0.377,TRUE
Glyma.13G324600,protein_content,hap1,hap2,-1.947,0.0008,-3.071,-0.8229,TRUE
Glyma.13G029200,protein_content,hap1,hap2,-0.7983,0.022,-1.4803,-0.1162,TRUE
Glyma.06G035700,protein_content,hap1,hap2,-0.8676,0.0046,-1.465,-0.2701,TRUE
Glyma.07G049600,protein_content,hap1,hap4,1.3901,0.0047,0.3614,2.4189,TRUE
Glyma.08G072100,protein_content,hap1,hap2,1.7635,0.0033,0.5947,2.9323,TRUE
Glyma.11G153300,protein_content,hap1,hap2,1.5724,0.0005,0.6087,2.5361,TRUE
Glyma.07G168400,protein_content,hap1,hap2,-1.2411,0.0054,-2.2013,-0.2809,TRUE
Glyma.08G231600,protein_content,hap1,hap3,1.4224,0.0028,0.4204,2.4244,TRUE
Glyma.07G174700,protein_content,hap1,hap2,-0.752,0.0159,-1.362,-0.1419,TRUE
Glyma.18G242600,protein_content,hap1,hap2,1.3334,0.0037,0.369,2.2977,TRUE
Glyma.08G249400,protein_content,hap1,hap2,1.0851,0.0009,0.451,1.7192,TRUE
Glyma.15G034400,protein_content,hap2,hap3,1.0554,0.0192,0.1407,1.9702,TRUE
Glyma.08G133800,protein_content,hap1,hap2,1.2956,0,0.7135,1.8777,TRUE
Glyma.19G218200,protein_content,hap1,hap2,1.8873,0.0034,0.6321,3.1426,TRUE
Glyma.04G169000,protein_content,hap1,hap2,-1.6017,0.0077,-2.7747,-0.4288,TRUE
Glyma.08G296000,protein_content,hap1,hap2,-1.3797,0.0124,-2.4579,-0.3016,TRUE
Glyma.02G113600,protein_content,hap3,hap4,-1.7718,0.0181,-3.3237,-0.2199,TRUE
Glyma.12G118000,protein_content,hap1,hap2,1.3793,0,0.7936,1.965,TRUE
Glyma.17G016400,protein_content,hap1,hap2,2.1967,0.0004,0.9985,3.3949,TRUE
Glyma.14G117500,protein_content,hap1,hap3,1.7892,0.0318,0.1247,3.4536,TRUE
Glyma.08G336300,protein_content,hap1,hap3,-1.5973,0.0497,-3.193,-0.0016,TRUE
Glyma.08G336300,protein_content,hap2,hap3,-1.6454,0.0142,-3.0189,-0.2719,TRUE
Glyma.19G101300,protein_content,hap1,hap2,0.9101,0.0242,0.1198,1.7005,TRUE
Glyma.04G169500,protein_content,hap2,hap3,-2.1652,0.0029,-3.6986,-0.6317,TRUE
Glyma.08G097300,protein_content,hap1,hap2,1.5501,0.0016,0.5945,2.5057,TRUE
Glyma.08G108300,protein_content,hap1,hap3,1.6586,0.0004,0.6524,2.6649,TRUE
Glyma.07G080000,protein_content,hap1,hap2,-0.7625,0.0438,-1.5037,-0.0213,TRUE
Glyma.18G205200,protein_content,hap1,hap3,-1.362,0.0185,-2.4926,-0.2313,TRUE
Glyma.10G062800,protein_content,hap1,hap2,1.2481,0.0027,0.3707,2.1255,TRUE
Glyma.13G145100,protein_content,hap1,hap2,2.3564,0.0002,1.1132,3.5995,TRUE
Glyma.04G043200,protein_content,hap1,hap3,-1.5653,0.0112,-2.7715,-0.3592,TRUE
Glyma.11G247700,protein_content,hap1,hap2,1.7984,0.0001,0.7904,2.8064,TRUE
Glyma.18G191400,protein_content,hap1,hap2,1.2727,0.0287,0.1341,2.4113,TRUE
Glyma.03G017500,protein_content,hap2,hap3,-1.5263,0.0004,-2.4545,-0.598,TRUE
Glyma.08G133200,protein_content,hap1,hap3,1.2081,0.0001,0.6047,1.8116,TRUE
Glyma.07G215000,protein_content,hap1,hap2,1.4335,0.0016,0.5502,2.3167,TRUE
Glyma.08G109800,protein_content,hap1,hap2,1.4275,0.0044,0.4503,2.4048,TRUE
Glyma.08G112000,protein_content,hap1,hap2,1.8178,0,0.9666,2.6691,TRUE
Glyma.08G116300,protein_content,hap1,hap2,1.1576,0.0002,0.5534,1.7618,TRUE
Glyma.11G246600,protein_content,hap1,hap4,1.8967,0.0022,0.5854,3.2079,TRUE
Glyma.15G149300,protein_content,hap1,hap2,1.1973,0.003,0.4119,1.9826,TRUE
Glyma.17G027100,protein_content,hap1,hap2,1.469,0.0001,0.7425,2.1956,TRUE
Glyma.19G016200,protein_content,hap1,hap2,-0.9901,0.0035,-1.6514,-0.3287,TRUE
Glyma.07G049200,protein_content,hap1,hap2,0.9111,0.0102,0.1796,1.6426,TRUE
Glyma.08G072300,protein_content,hap1,hap2,1.7748,0.0031,0.6063,2.9434,TRUE
Glyma.15G046700,protein_content,hap1,hap2,1.8366,0,0.9688,2.7044,TRUE
Glyma.14G028500,protein_content,hap1,hap3,-1.4389,0.0141,-2.6384,-0.2394,TRUE
Glyma.15G061800,protein_content,hap1,hap2,1.1026,0.0011,0.4485,1.7567,TRUE
Glyma.09G165400,protein_content,hap1,hap2,1.066,0.0379,0.0599,2.072,TRUE
Glyma.17G011400,protein_content,hap1,hap2,0.8684,0.0152,0.1694,1.5674,TRUE
Glyma.03G057400,protein_content,hap1,hap2,0.9805,0.0383,0.0532,1.9078,TRUE
Glyma.04G053200,protein_content,hap1,hap2,-1.8235,0.0021,-2.9774,-0.6696,TRUE
Glyma.15G032800,protein_content,hap1,hap2,1.1273,0.0015,0.4366,1.8181,TRUE
Glyma.20G186500,protein_content,hap1,hap3,1.8674,0.003,0.4941,3.2407,TRUE
Glyma.05G178600,protein_content,hap1,hap2,1.6633,0.0042,0.5298,2.7968,TRUE
Glyma.06G272900,protein_content,hap1,hap2,-1.2949,0,-1.8882,-0.7016,TRUE
Glyma.07G143000,protein_content,hap1,hap2,-0.6877,0.029,-1.3042,-0.0712,TRUE
Glyma.04G114200,protein_content,hap1,hap2,1.2256,0.0001,0.6238,1.8274,TRUE
Glyma.20G065900,protein_content,hap1,hap2,1.7542,0.0036,0.5817,2.9267,TRUE
Glyma.09G189000,protein_content,hap1,hap2,0.9692,0.0024,0.349,1.5894,TRUE
Glyma.08G098800,protein_content,hap1,hap2,1.6537,0,0.9098,2.3976,TRUE
Glyma.15G051400,protein_content,hap1,hap2,1.039,0.0027,0.3649,1.7132,TRUE
Glyma.06G317600,protein_content,hap1,hap2,1.2252,0.0025,0.4366,2.0138,TRUE
Glyma.08G140500,protein_content,hap1,hap3,2.0702,0,0.8791,3.2614,TRUE
Glyma.08G140500,protein_content,hap1,hap4,2.4569,0.0002,0.9182,3.9955,TRUE
Glyma.08G230900,protein_content,hap1,hap3,1.2562,0.0046,0.3281,2.1843,TRUE
Glyma.18G167500,protein_content,hap1,hap2,1.4736,0.0001,0.7407,2.2064,TRUE
Glyma.20G222000,protein_content,hap1,hap2,1.1476,0.0092,0.2372,2.058,TRUE
Glyma.20G207000,protein_content,hap1,hap2,1.1317,0.005,0.3457,1.9176,TRUE
Glyma.08G164200,protein_content,hap1,hap2,0.9183,0.0122,0.2028,1.6338,TRUE
Glyma.13G313300,protein_content,hap3,hap4,-2.0772,0.0128,-3.8284,-0.326,TRUE
Glyma.08G135500,protein_content,hap1,hap2,-0.9383,0.0033,-1.5612,-0.3154,TRUE
Glyma.17G014500,protein_content,hap1,hap2,1.0788,0.0021,0.3953,1.7623,TRUE
Glyma.03G206100,protein_content,hap1,hap2,0.95,0.0043,0.3009,1.599,TRUE
Glyma.20G139300,protein_content,hap1,hap3,-1.0789,0.0028,-1.7796,-0.3782,TRUE
Glyma.06G201700,protein_content,hap2,hap5,1.4599,0.0118,0.2246,2.6953,TRUE
Glyma.14G028700,protein_content,hap1,hap2,-1.1808,0.0108,-2.0853,-0.2763,TRUE
Glyma.08G276700,protein_content,hap1,hap2,1.3922,0.0008,0.5841,2.2003,TRUE
Glyma.01G215300,protein_content,hap1,hap4,-1.5353,0.0017,-2.4881,-0.5825,TRUE
Glyma.08G118000,protein_content,hap1,hap2,1.3655,0.0001,0.5887,2.1423,TRUE
Glyma.18G168300,protein_content,hap1,hap2,1.0864,0.0253,0.136,2.0368,TRUE
Glyma.20G139100,protein_content,hap1,hap2,-0.8033,0.0363,-1.5657,-0.0409,TRUE
Glyma.20G129800,protein_content,hap1,hap2,-1.1196,0.0075,-1.9362,-0.3031,TRUE
Glyma.11G227500,protein_content,hap1,hap3,1.8836,0.005,0.5752,3.192,TRUE
Glyma.13G357000,protein_content,hap1,hap2,1.7759,0.0002,0.8544,2.6974,TRUE
Glyma.10G025700,protein_content,hap1,hap2,1.2488,0.0263,0.1489,2.3488,TRUE
Glyma.08G233100,protein_content,hap1,hap4,1.6329,0.0043,0.5215,2.7443,TRUE
Glyma.08G146100,protein_content,hap1,hap2,1.0628,0.0013,0.4225,1.7031,TRUE
Glyma.07G050100,protein_content,hap1,hap4,1.0356,0.0239,0.111,1.9601,TRUE
Glyma.11G248200,protein_content,hap1,hap4,1.8301,0.0021,0.5195,3.1406,TRUE
Glyma.08G114500,protein_content,hap1,hap3,1.6732,0.0001,0.7372,2.6093,TRUE
Glyma.08G114500,protein_content,hap2,hap3,2.05,0.0011,0.7171,3.3829,TRUE
Glyma.20G025900,protein_content,hap1,hap2,-0.6299,0.0379,-1.2241,-0.0356,TRUE
Glyma.15G031900,protein_content,hap1,hap2,1.152,0.0012,0.4606,1.8434,TRUE
Glyma.03G120600,protein_content,hap1,hap2,1.1541,0.011,0.268,2.0402,TRUE
Glyma.05G222200,protein_content,hap2,hap4,-1.7538,0.0214,-3.2962,-0.2113,TRUE
Glyma.18G145400,protein_content,hap1,hap2,-1.442,0.006,-2.4658,-0.4182,TRUE
Glyma.06G316900,protein_content,hap2,hap3,-2.1727,0.0034,-3.7859,-0.5595,TRUE
Glyma.06G315200,protein_content,hap3,hap5,1.1106,0.0339,0.0676,2.1536,TRUE
Glyma.20G187400,protein_content,hap3,hap4,-2.1595,0.0174,-4.0614,-0.2577,TRUE
Glyma.15G039900,protein_content,hap3,hap4,-1.6892,0.0005,-2.7775,-0.6008,TRUE
Glyma.03G239900,protein_content,hap1,hap3,-0.8445,0.0495,-1.6877,-0.0013,TRUE
Glyma.04G150500,protein_content,hap1,hap2,1.2285,0.0019,0.4597,1.9974,TRUE
Glyma.17G028000,protein_content,hap1,hap2,1.3665,0.0002,0.6504,2.0826,TRUE
Glyma.01G180200,protein_content,hap2,hap3,1.8885,0.0022,0.585,3.192,TRUE
Glyma.17G139200,protein_content,hap2,hap4,2.2588,0.0069,0.4378,4.0797,TRUE
Glyma.17G139200,protein_content,hap3,hap4,3.5782,0.0002,1.2994,5.857,TRUE
Glyma.19G025900,protein_content,hap1,hap2,1.4189,0.019,0.19,2.6477,TRUE
Glyma.05G224700,protein_content,hap1,hap2,0.8423,0.0105,0.1994,1.4851,TRUE
Glyma.20G135900,protein_content,hap1,hap4,-1.4218,0.0354,-2.766,-0.0776,TRUE
Glyma.20G135900,protein_content,hap2,hap4,-1.9412,0.0078,-3.4556,-0.4269,TRUE
Glyma.20G072600,protein_content,hap1,hap2,1.7951,0.0039,0.5839,3.0062,TRUE
Glyma.08G098700,protein_content,hap1,hap2,1.5315,0.0007,0.6527,2.4104,TRUE
Glyma.10G059500,protein_content,hap1,hap2,0.9878,0.0184,0.1365,1.8391,TRUE
Glyma.20G150100,protein_content,hap1,hap2,2.1649,0.0012,0.8634,3.4663,TRUE
Glyma.17G025000,protein_content,hap1,hap2,1.162,0.0027,0.4092,1.9149,TRUE
Glyma.17G243400,protein_content,hap1,hap3,2.357,0.0002,1.1139,3.6002,TRUE
Glyma.12G227000,protein_content,hap2,hap3,2.1485,0.0014,0.6599,3.6371,TRUE
Glyma.10G213900,protein_content,hap1,hap2,0.6675,0.0338,0.0516,1.2834,TRUE
Glyma.20G130000,protein_content,hap1,hap2,-1.1904,0.0159,-2.1561,-0.2248,TRUE
Glyma.17G160300,protein_content,hap1,hap2,1.164,0.0002,0.558,1.77,TRUE
Glyma.18G166800,protein_content,hap1,hap3,2.3502,0.0009,0.8376,3.8629,TRUE
Glyma.18G166400,protein_content,hap1,hap2,1.1552,0.0011,0.4666,1.8438,TRUE
Glyma.06G274700,protein_content,hap1,hap2,-1.4448,0.0002,-2.2774,-0.6122,TRUE
Glyma.09G201200,protein_content,hap1,hap2,1.0437,0.0075,0.2817,1.8058,TRUE
Glyma.03G013700,protein_content,hap5,hap6,1.3017,0.0295,0.092,2.5114,TRUE
Glyma.16G042500,protein_content,hap1,hap2,-1.6475,0.0062,-2.823,-0.472,TRUE
Glyma.08G102900,protein_content,hap1,hap2,2.6634,0.0001,1.1514,4.1753,TRUE
Glyma.08G102900,protein_content,hap2,hap3,-2.3156,0.0026,-4.0003,-0.631,TRUE
Glyma.08G337800,protein_content,hap1,hap2,-1.7928,0.0005,-2.7882,-0.7974,TRUE
Glyma.20G119600,protein_content,hap1,hap3,2.2195,0.023,0.1913,4.2478,TRUE
Glyma.19G026200,protein_content,hap2,hap3,-1.5684,0.0118,-2.849,-0.2878,TRUE
Glyma.13G010500,protein_content,hap1,hap3,-0.944,0.0039,-1.5808,-0.3073,TRUE
Glyma.20G106300,protein_content,hap1,hap5,-2.0244,0.0091,-3.6716,-0.3771,TRUE
Glyma.20G106300,protein_content,hap2,hap5,-2.5605,0.0018,-4.3737,-0.7473,TRUE
Glyma.20G106300,protein_content,hap3,hap5,-3.7472,0.0003,-6.0842,-1.4101,TRUE
Glyma.06G071000,protein_content,hap4,hap6,2.0135,0.0299,0.1278,3.8993,TRUE
Glyma.12G020300,protein_content,hap1,hap3,2.306,0.0091,0.4775,4.1344,TRUE
Glyma.06G035300,protein_content,hap1,hap2,-0.7897,0.0092,-1.3817,-0.1977,TRUE
Glyma.15G046300,protein_content,hap1,hap2,1.7881,0.0002,0.7646,2.8116,TRUE
Glyma.15G046300,protein_content,hap1,hap3,1.2566,0.0068,0.2903,2.2229,TRUE
Glyma.20G135500,protein_content,hap1,hap3,-1.4597,0.0341,-2.8318,-0.0876,TRUE
Glyma.20G135500,protein_content,hap2,hap3,-1.7397,0.0439,-3.442,-0.0373,TRUE
Glyma.20G168000,protein_content,hap1,hap2,-1.0539,0.001,-1.6744,-0.4335,TRUE
Glyma.13G092000,protein_content,hap1,hap2,1.8872,0.0021,0.6914,3.083,TRUE
Glyma.12G222500,protein_content,hap1,hap2,0.9396,0.0162,0.1755,1.7037,TRUE
Glyma.03G240400,protein_content,hap1,hap2,-0.7094,0.041,-1.3895,-0.0292,TRUE
Glyma.17G067300,protein_content,hap1,hap2,-1.2126,0.0002,-1.8464,-0.5787,TRUE
Glyma.03G096600,protein_content,hap2,hap3,2.4553,0.0026,0.7349,4.1756,TRUE
Glyma.08G136800,protein_content,hap1,hap2,1.5848,0,0.8834,2.2861,TRUE
Glyma.01G031500,protein_content,hap1,hap3,2.1521,0.0016,0.7021,3.602,TRUE
Glyma.01G031500,protein_content,hap2,hap3,1.9381,0.0049,0.499,3.3772,TRUE
Glyma.18G186500,protein_content,hap2,hap4,1.9793,0.0326,0.1316,3.8269,TRUE
