loc,trait,name,sum_sq,df,F,PR(>F)
Glyma.18G252300,oil_content,C(type),35.84894088,2,5.777041692,0.003700822
Glyma.18G252300,oil_content,Residual,558.4873455,180,NA,NA
Glyma.06G159800,oil_content,C(type),28.57880703,2,4.511052936,0.012163679
Glyma.06G159800,oil_content,Residual,614.5226671,194,NA,NA
Glyma.03G109800,oil_content,C(type),28.41663306,3,3.059606164,0.029299664
Glyma.03G109800,oil_content,Residual,628.4661273,203,NA,NA
Glyma.06G251300,oil_content,C(type),27.84950907,1,9.076069266,0.002915932
Glyma.06G251300,oil_content,Residual,629.0332513,205,NA,NA
Glyma.11G076400,oil_content,C(type),16.30496292,1,5.307285778,0.022285071
Glyma.11G076400,oil_content,Residual,602.148229,196,NA,NA
Glyma.18G159300,oil_content,C(type),22.60530617,2,3.602161052,0.029084846
Glyma.18G159300,oil_content,Residual,614.9974898,196,NA,NA
Glyma.17G174000,oil_content,C(type),21.13262214,1,6.662619172,0.010575827
Glyma.17G174000,oil_content,Residual,621.6765258,196,NA,NA
Glyma.10G082600,oil_content,C(type),31.82702477,1,10.18781235,0.001645571
Glyma.10G082600,oil_content,Residual,615.4337813,197,NA,NA
Glyma.03G129700,oil_content,C(type),16.94890553,1,5.350144528,0.02175832
Glyma.03G129700,oil_content,Residual,620.9150924,196,NA,NA
Glyma.06G116900,oil_content,C(type),29.55427207,3,3.237194855,0.023359134
Glyma.06G116900,oil_content,Residual,581.2507659,191,NA,NA
Glyma.05G152900,oil_content,C(type),20.85740113,2,3.427579291,0.034530004
Glyma.05G152900,oil_content,Residual,565.9207682,186,NA,NA
Glyma.02G269200,oil_content,C(type),56.57424393,1,19.22463477,1.86E-05
Glyma.02G269200,oil_content,Residual,597.388281,203,NA,NA
Glyma.03G129900,oil_content,C(type),27.59516481,2,4.519381329,0.01207346
Glyma.03G129900,oil_content,Residual,589.2252082,193,NA,NA
Glyma.15G196700,oil_content,C(type),32.91184733,2,5.413454203,0.005162537
Glyma.15G196700,oil_content,Residual,583.6453445,192,NA,NA
Glyma.16G220600,oil_content,C(type),17.44573006,1,5.675493236,0.018201021
Glyma.16G220600,oil_content,Residual,577.8876152,188,NA,NA
Glyma.06G163500,oil_content,C(type),23.91161193,1,7.504551628,0.006722172
Glyma.06G163500,oil_content,Residual,624.5111194,196,NA,NA
Glyma.12G191500,oil_content,C(type),29.44136751,3,3.138993052,0.026551421
Glyma.12G191500,oil_content,Residual,597.1449125,191,NA,NA
Glyma.15G183900,oil_content,C(type),28.67514725,1,9.350931928,0.002540022
Glyma.15G183900,oil_content,Residual,601.0447841,196,NA,NA
Glyma.15G198000,oil_content,C(type),37.61733959,3,4.474225169,0.004885112
Glyma.15G198000,oil_content,Residual,411.9706922,147,NA,NA
Glyma.13G137500,oil_content,C(type),31.59790414,1,10.22957951,0.001605795
Glyma.13G137500,oil_content,Residual,620.8641057,201,NA,NA
Glyma.13G292800,oil_content,C(type),51.69495478,2,8.666217762,0.000246614
Glyma.13G292800,oil_content,Residual,590.5460333,198,NA,NA
Glyma.09G060800,oil_content,C(type),14.90903398,1,4.711637826,0.031155081
Glyma.09G060800,oil_content,Residual,623.3670334,197,NA,NA
Glyma.11G165700,oil_content,C(type),64.68093453,2,11.44117103,2.01E-05
Glyma.11G165700,oil_content,Residual,548.3748675,194,NA,NA
Glyma.13G213100,oil_content,C(type),24.73279851,2,3.992223682,0.019979448
Glyma.13G213100,oil_content,Residual,607.1338799,196,NA,NA
Glyma.15G190100,oil_content,C(type),34.16647012,2,5.539412054,0.004648854
Glyma.15G190100,oil_content,Residual,539.6901524,175,NA,NA
Glyma.17G012500,oil_content,C(type),14.88760409,1,4.925925959,0.027603296
Glyma.17G012500,oil_content,Residual,592.3699272,196,NA,NA
Glyma.15G187200,oil_content,C(type),32.61300249,1,10.89370159,0.001144442
Glyma.15G187200,oil_content,Residual,592.7621975,198,NA,NA
Glyma.11G172300,oil_content,C(type),67.37671644,2,11.36802412,2.15E-05
Glyma.11G172300,oil_content,Residual,571.9422361,193,NA,NA
Glyma.02G112300,oil_content,C(type),22.14222162,2,3.682267951,0.026932092
Glyma.02G112300,oil_content,Residual,586.2872112,195,NA,NA
Glyma.01G084900,oil_content,C(type),41.99132342,3,4.376314951,0.00535509
Glyma.01G084900,oil_content,Residual,553.3193286,173,NA,NA
Glyma.06G316300,oil_content,C(type),62.08680881,2,11.78419794,1.62E-05
Glyma.06G316300,oil_content,Residual,442.5665596,168,NA,NA
Glyma.08G046500,oil_content,C(type),15.79744032,1,4.973929096,0.026838017
Glyma.08G046500,oil_content,Residual,638.3857597,201,NA,NA
Glyma.06G254200,oil_content,C(type),43.74957649,1,15.27665008,0.000129293
Glyma.06G254200,oil_content,Residual,541.2619858,189,NA,NA
Glyma.13G221000,oil_content,C(type),29.91327198,2,4.78834738,0.00936307
Glyma.13G221000,oil_content,Residual,590.3506947,189,NA,NA
Glyma.18G156400,oil_content,C(type),23.09542527,3,2.858781016,0.038523556
Glyma.18G156400,oil_content,Residual,465.8755544,173,NA,NA
Glyma.08G128800,oil_content,C(type),46.76749663,4,3.949527076,0.004320731
Glyma.08G128800,oil_content,Residual,500.2945149,169,NA,NA
Glyma.02G304100,oil_content,C(type),14.00538803,1,4.256265888,0.040465696
Glyma.02G304100,oil_content,Residual,625.2014786,190,NA,NA
Glyma.06G318600,oil_content,C(type),34.42391795,2,5.871759382,0.003478166
Glyma.06G318600,oil_content,Residual,457.2846783,156,NA,NA
Glyma.20G037700,oil_content,C(type),18.71807233,1,6.373149654,0.012351119
Glyma.20G037700,oil_content,Residual,596.2151979,203,NA,NA
Glyma.08G106000,oil_content,C(type),44.70085595,1,15.60755676,0.000109789
Glyma.08G106000,oil_content,Residual,544.1699019,190,NA,NA
Glyma.18G035300,oil_content,C(type),21.66666872,1,6.955393094,0.009010133
Glyma.18G035300,oil_content,Residual,626.1328948,201,NA,NA
Glyma.06G239600,oil_content,C(type),12.41313694,1,4.144528443,0.04314314
Glyma.06G239600,oil_content,Residual,575.0527048,192,NA,NA
Glyma.20G070600,oil_content,C(type),35.05618359,1,11.6603828,0.000773716
Glyma.20G070600,oil_content,Residual,598.2805756,199,NA,NA
Glyma.08G107300,oil_content,C(type),39.32775863,1,13.37998634,0.000325216
Glyma.08G107300,oil_content,Residual,587.8594735,200,NA,NA
Glyma.16G195800,oil_content,C(type),35.3633845,2,5.945647254,0.003178682
Glyma.16G195800,oil_content,Residual,517.4566065,174,NA,NA
Glyma.16G156800,oil_content,C(type),31.77018732,4,2.552950968,0.041588759
Glyma.16G156800,oil_content,Residual,444.8907208,143,NA,NA
Glyma.14G177600,oil_content,C(type),37.36083262,2,6.133984008,0.002597487
Glyma.14G177600,oil_content,Residual,609.079394,200,NA,NA
Glyma.08G103100,oil_content,C(type),61.48913145,3,7.059470335,0.000159824
Glyma.08G103100,oil_content,Residual,548.7402167,189,NA,NA
Glyma.08G294600,oil_content,C(type),27.84123865,1,9.032318045,0.002992027
Glyma.08G294600,oil_content,Residual,616.4804762,200,NA,NA
Glyma.20G102400,oil_content,C(type),24.29092839,2,4.606219461,0.011395611
Glyma.20G102400,oil_content,Residual,408.6967558,155,NA,NA
Glyma.03G128000,oil_content,C(type),22.70777828,2,3.667711488,0.027331137
Glyma.03G128000,oil_content,Residual,597.4571911,193,NA,NA
Glyma.08G102800,oil_content,C(type),34.93963551,2,5.547030562,0.00455326
Glyma.08G102800,oil_content,Residual,601.5353898,191,NA,NA
Glyma.15G265400,oil_content,C(type),20.4178766,1,6.530101856,0.01134202
Glyma.15G265400,oil_content,Residual,631.5998072,202,NA,NA
Glyma.20G119900,oil_content,C(type),20.40948193,2,3.270784851,0.039977507
Glyma.20G119900,oil_content,Residual,636.4732785,204,NA,NA
Glyma.04G142000,oil_content,C(type),22.90335989,1,7.447735486,0.006909192
Glyma.04G142000,oil_content,Residual,624.2678821,203,NA,NA
Glyma.02G140000,oil_content,C(type),19.76928772,1,6.526376653,0.011383982
Glyma.02G140000,oil_content,Residual,596.7399505,197,NA,NA
Glyma.03G190900,oil_content,C(type),17.24933423,1,5.964592105,0.015473551
Glyma.03G190900,oil_content,Residual,572.6071653,198,NA,NA
Glyma.03G128800,oil_content,C(type),27.29722904,1,8.583806414,0.003802709
Glyma.03G128800,oil_content,Residual,610.5762086,192,NA,NA
Glyma.06G121000,oil_content,C(type),14.50261907,1,4.563127115,0.033876772
Glyma.06G121000,oil_content,Residual,638.8220972,201,NA,NA
Glyma.17G003300,oil_content,C(type),28.93312179,2,4.591199537,0.011273207
Glyma.17G003300,oil_content,Residual,608.130017,193,NA,NA
Glyma.03G005300,oil_content,C(type),19.98705716,1,6.346536149,0.012547619
Glyma.03G005300,oil_content,Residual,626.707905,199,NA,NA
Glyma.01G102200,oil_content,C(type),21.14651157,2,3.313751268,0.038550918
Glyma.01G102200,oil_content,Residual,590.2833863,185,NA,NA
Glyma.10G210300,oil_content,C(type),35.84961485,1,11.77015189,0.000731814
Glyma.10G210300,oil_content,Residual,606.1156578,199,NA,NA
Glyma.18G179800,oil_content,C(type),41.09846592,1,14.02175822,0.000235048
Glyma.18G179800,oil_content,Residual,597.9340763,204,NA,NA
Glyma.04G181000,oil_content,C(type),46.11573248,2,7.985710099,0.000469161
Glyma.04G181000,oil_content,Residual,542.829479,188,NA,NA
Glyma.12G050800,oil_content,C(type),26.5142289,1,8.614183793,0.003717918
Glyma.12G050800,oil_content,Residual,627.9065813,204,NA,NA
Glyma.19G043600,oil_content,C(type),43.19469075,1,14.5810727,0.000179545
Glyma.19G043600,oil_content,Residual,586.5514112,198,NA,NA
Glyma.15G189200,oil_content,C(type),38.46372717,2,6.394213932,0.002045141
Glyma.15G189200,oil_content,Residual,583.4933855,194,NA,NA
Glyma.19G139100,oil_content,C(type),12.87417677,1,4.119959148,0.043804716
Glyma.19G139100,oil_content,Residual,581.2185977,186,NA,NA
Glyma.12G049800,oil_content,C(type),27.2151009,1,8.812154493,0.003352222
Glyma.12G049800,oil_content,Residual,626.9369752,203,NA,NA
Glyma.02G220100,oil_content,C(type),39.49049494,2,6.260190689,0.002330758
Glyma.02G220100,oil_content,Residual,596.1242967,189,NA,NA
Glyma.06G315100,oil_content,C(type),41.43265479,2,6.566302236,0.001755751
Glyma.06G315100,oil_content,Residual,586.8199113,186,NA,NA
Glyma.10G087500,oil_content,C(type),35.47321998,1,12.02382891,0.000645535
Glyma.10G087500,oil_content,Residual,578.2476755,196,NA,NA
Glyma.12G226000,oil_content,C(type),25.69035273,1,8.484751846,0.003992751
Glyma.12G226000,oil_content,Residual,599.5095593,198,NA,NA
Glyma.18G148700,oil_content,C(type),42.45077424,2,7.214529234,0.00094553
Glyma.18G148700,oil_content,Residual,582.5226447,198,NA,NA
Glyma.15G063000,oil_content,C(type),11.58148293,1,4.2121753,0.041463928
Glyma.15G063000,oil_content,Residual,538.9069762,196,NA,NA
Glyma.01G136300,oil_content,C(type),25.22324292,1,8.073666974,0.004954065
Glyma.01G136300,oil_content,Residual,627.9515669,201,NA,NA
Glyma.18G043400,oil_content,C(type),20.28873827,2,3.139185623,0.045698988
Glyma.18G043400,oil_content,Residual,581.675206,180,NA,NA
Glyma.09G235700,oil_content,C(type),27.0562771,1,8.653439741,0.003651647
Glyma.09G235700,oil_content,Residual,622.2033438,199,NA,NA
Glyma.20G079500,oil_content,C(type),13.68017877,1,4.390111004,0.037413044
Glyma.20G079500,oil_content,Residual,620.110875,199,NA,NA
Glyma.08G108300,oil_content,C(type),49.94713176,2,8.282411398,0.000362246
Glyma.08G108300,oil_content,Residual,542.7455415,180,NA,NA
Glyma.20G040900,oil_content,C(type),29.77500002,1,10.07246284,0.001741425
Glyma.20G040900,oil_content,Residual,594.1719616,201,NA,NA
Glyma.13G145100,oil_content,C(type),18.00158764,1,5.897654174,0.016032191
Glyma.13G145100,oil_content,Residual,619.6230202,203,NA,NA
Glyma.15G075400,oil_content,C(type),19.46583561,1,6.411484365,0.012147894
Glyma.15G075400,oil_content,Residual,576.8568644,190,NA,NA
Glyma.18G044700,oil_content,C(type),14.24731346,1,4.466505275,0.035843819
Glyma.18G044700,oil_content,Residual,618.823586,194,NA,NA
Glyma.03G130900,oil_content,C(type),14.31490909,1,4.514833294,0.034854919
Glyma.03G130900,oil_content,Residual,621.4453556,196,NA,NA
Glyma.03G103300,oil_content,C(type),27.14092733,2,4.92626126,0.008244372
Glyma.03G103300,oil_content,Residual,504.1135092,183,NA,NA
Glyma.08G109800,oil_content,C(type),22.94629739,1,7.776012135,0.005803024
Glyma.08G109800,oil_content,Residual,593.1325332,201,NA,NA
Glyma.08G147900,oil_content,C(type),41.77919671,3,4.948917865,0.002501181
Glyma.08G147900,oil_content,Residual,520.5953842,185,NA,NA
Glyma.03G127500,oil_content,C(type),55.60800185,2,8.939910594,0.000198358
Glyma.03G127500,oil_content,Residual,562.927796,181,NA,NA
Glyma.08G112000,oil_content,C(type),21.7927347,1,7.099728127,0.008372407
Glyma.08G112000,oil_content,Residual,583.2081903,190,NA,NA
Glyma.07G197200,oil_content,C(type),25.71711628,2,4.132490683,0.017447337
Glyma.07G197200,oil_content,Residual,616.0920151,198,NA,NA
Glyma.11G036300,oil_content,C(type),15.36120039,1,4.98512381,0.026658292
Glyma.11G036300,oil_content,Residual,625.525824,203,NA,NA
Glyma.17G012900,oil_content,C(type),24.50142821,2,4.150361288,0.017129538
Glyma.17G012900,oil_content,Residual,593.296189,201,NA,NA
Glyma.06G098300,oil_content,C(type),42.57424568,5,2.713629312,0.02384547
Glyma.06G098300,oil_content,Residual,335.7455101,107,NA,NA
Glyma.12G063900,oil_content,C(type),24.40722808,1,7.816254886,0.005687786
Glyma.12G063900,oil_content,Residual,618.2796274,198,NA,NA
Glyma.11G168900,oil_content,C(type),55.84266772,2,9.276368526,0.000140945
Glyma.11G168900,oil_content,Residual,595.9685721,198,NA,NA
Glyma.10G088600,oil_content,C(type),25.80094093,2,4.123108131,0.017748532
Glyma.10G088600,oil_content,Residual,563.1879181,180,NA,NA
Glyma.10G028200,oil_content,C(type),29.26008386,1,10.09175128,0.001743953
Glyma.10G028200,oil_content,Residual,539.2895098,186,NA,NA
Glyma.20G040800,oil_content,C(type),21.08799488,1,7.069093763,0.008467882
Glyma.20G040800,oil_content,Residual,605.5745056,203,NA,NA
Glyma.05G027000,oil_content,C(type),15.63262041,1,5.151452958,0.024338261
Glyma.05G027000,oil_content,Residual,582.6439925,192,NA,NA
Glyma.15G261500,oil_content,C(type),27.96052354,2,4.432228589,0.013096589
Glyma.15G261500,oil_content,Residual,621.383016,197,NA,NA
Glyma.05G154700,oil_content,C(type),20.86121798,1,6.978754657,0.008910624
Glyma.05G154700,oil_content,Residual,588.8815619,197,NA,NA
Glyma.03G229200,oil_content,C(type),17.11427453,1,5.413966546,0.021008509
Glyma.03G229200,oil_content,Residual,613.260025,194,NA,NA
Glyma.03G063100,oil_content,C(type),30.92947631,4,2.663910679,0.034695412
Glyma.03G063100,oil_content,Residual,441.2010167,152,NA,NA
Glyma.20G234100,oil_content,C(type),30.00569439,3,3.220488601,0.0239973
Glyma.20G234100,oil_content,Residual,562.1331997,181,NA,NA
Glyma.15G070200,oil_content,C(type),17.69401775,1,5.631562746,0.018573527
Glyma.15G070200,oil_content,Residual,637.8132974,203,NA,NA
Glyma.08G098800,oil_content,C(type),16.05534698,1,5.130207954,0.024584855
Glyma.08G098800,oil_content,Residual,625.9140807,200,NA,NA
Glyma.09G271200,oil_content,C(type),19.06646253,1,6.006139593,0.015115274
Glyma.09G271200,oil_content,Residual,634.8990805,200,NA,NA
Glyma.06G317600,oil_content,C(type),54.86091162,1,18.18212106,3.12E-05
Glyma.06G317600,oil_content,Residual,591.3907758,196,NA,NA
Glyma.03G102900,oil_content,C(type),38.39065413,2,6.611233899,0.001670545
Glyma.03G102900,oil_content,Residual,560.3640984,193,NA,NA
Glyma.07G115400,oil_content,C(type),31.46160341,3,3.335355232,0.020527835
Glyma.07G115400,oil_content,Residual,606.8408545,193,NA,NA
Glyma.09G233800,oil_content,C(type),17.17996553,1,5.427110855,0.020844759
Glyma.09G233800,oil_content,Residual,620.4541117,196,NA,NA
Glyma.08G045700,oil_content,C(type),16.60100595,1,5.281530747,0.022571368
Glyma.08G045700,oil_content,Residual,638.0733862,203,NA,NA
Glyma.20G039600,oil_content,C(type),34.25728696,1,11.2792427,0.000934395
Glyma.20G039600,oil_content,Residual,622.6254734,205,NA,NA
Glyma.16G188900,oil_content,C(type),39.44951384,3,4.258561765,0.006627411
Glyma.16G188900,oil_content,Residual,401.42166,130,NA,NA
Glyma.08G287600,oil_content,C(type),35.22289862,3,3.792275152,0.011421302
Glyma.08G287600,oil_content,Residual,547.9958428,177,NA,NA
Glyma.08G118000,oil_content,C(type),36.98960143,2,6.039886372,0.002853233
Glyma.08G118000,oil_content,Residual,594.0494767,194,NA,NA
Glyma.03G143400,oil_content,C(type),30.80615123,3,3.216815274,0.023965511
Glyma.03G143400,oil_content,Residual,616.0945615,193,NA,NA
Glyma.11G161800,oil_content,C(type),36.60174918,1,11.80620199,0.000719251
Glyma.11G161800,oil_content,Residual,613.8423128,198,NA,NA
Glyma.14G157000,oil_content,C(type),15.00474028,1,4.728922367,0.031041294
Glyma.14G157000,oil_content,Residual,539.4053126,170,NA,NA
Glyma.13G223400,oil_content,C(type),40.55849981,2,6.873973761,0.001316167
Glyma.13G223400,oil_content,Residual,551.677947,187,NA,NA
Glyma.13G167500,oil_content,C(type),41.59663875,2,7.17108121,0.000984615
Glyma.13G167500,oil_content,Residual,574.2602986,198,NA,NA
Glyma.18G125600,oil_content,C(type),20.29882956,2,3.252486459,0.040692686
Glyma.18G125600,oil_content,Residual,636.5839308,204,NA,NA
Glyma.13G206700,oil_content,C(type),32.4111585,2,5.482374007,0.004832945
Glyma.13G206700,oil_content,Residual,570.4967941,193,NA,NA
Glyma.02G077200,oil_content,C(type),15.06642942,1,4.785633145,0.029893335
Glyma.02G077200,oil_content,Residual,610.7629272,194,NA,NA
Glyma.08G179200,oil_content,C(type),13.26957365,1,4.24304729,0.040699831
Glyma.08G179200,oil_content,Residual,628.6011259,201,NA,NA
Glyma.03G055700,oil_content,C(type),37.4793021,3,3.993843319,0.008700128
Glyma.03G055700,oil_content,Residual,588.0808896,188,NA,NA
Glyma.05G031300,oil_content,C(type),47.1218897,4,4.210727552,0.002905252
Glyma.05G031300,oil_content,Residual,430.850187,154,NA,NA
Glyma.08G114500,oil_content,C(type),23.29841261,2,3.739631543,0.025683038
Glyma.08G114500,oil_content,Residual,545.1368885,175,NA,NA
Glyma.04G241400,oil_content,C(type),17.54076708,1,5.792210158,0.017039845
Glyma.04G241400,oil_content,Residual,584.4691324,193,NA,NA
Glyma.20G182000,oil_content,C(type),28.73377016,1,9.377429517,0.002491232
Glyma.20G182000,oil_content,Residual,628.1489902,205,NA,NA
Glyma.20G025900,oil_content,C(type),55.44749427,1,18.48095476,2.70E-05
Glyma.20G025900,oil_content,Residual,591.049354,197,NA,NA
Glyma.03G126200,oil_content,C(type),34.95018851,3,3.900800805,0.00983456
Glyma.03G126200,oil_content,Residual,558.4908994,187,NA,NA
Glyma.04G160900,oil_content,C(type),36.42670391,1,12.00726184,0.00064776
Glyma.04G160900,oil_content,Residual,609.7782813,201,NA,NA
Glyma.11G036000,oil_content,C(type),14.57037889,1,4.882416847,0.028277779
Glyma.11G036000,oil_content,Residual,590.8825711,198,NA,NA
Glyma.20G043100,oil_content,C(type),22.31767572,1,7.185069578,0.007952253
Glyma.20G043100,oil_content,Residual,633.6481223,204,NA,NA
Glyma.20G228400,oil_content,C(type),15.33933107,1,5.020730534,0.02615637
Glyma.20G228400,oil_content,Residual,604.9294084,198,NA,NA
Glyma.06G316900,oil_content,C(type),57.36736597,3,6.388643152,0.000399474
Glyma.06G316900,oil_content,Residual,502.8567753,168,NA,NA
Glyma.01G019000,oil_content,C(type),34.28232466,2,5.559594235,0.00447898
Glyma.01G019000,oil_content,Residual,607.3840708,197,NA,NA
Glyma.06G315200,oil_content,C(type),63.66379772,2,10.09566651,7.51E-05
Glyma.06G315200,oil_content,Residual,495.0250798,157,NA,NA
Glyma.10G087800,oil_content,C(type),15.99755229,1,5.140745481,0.024445308
Glyma.10G087800,oil_content,Residual,619.2706716,199,NA,NA
Glyma.15G252800,oil_content,C(type),42.3440577,4,3.774243447,0.005827222
Glyma.15G252800,oil_content,Residual,445.9638911,159,NA,NA
Glyma.15G267400,oil_content,C(type),40.67396319,1,13.47255768,0.000311276
Glyma.15G267400,oil_content,Residual,597.7665788,198,NA,NA
Glyma.18G188800,oil_content,C(type),41.80365378,1,14.27365432,0.000207663
Glyma.18G188800,oil_content,Residual,594.5318223,203,NA,NA
Glyma.20G194700,oil_content,C(type),28.17273962,1,9.018555271,0.003024541
Glyma.20G194700,oil_content,Residual,606.0296048,194,NA,NA
Glyma.18G279500,oil_content,C(type),46.59368781,4,3.719582523,0.006776649
Glyma.18G279500,oil_content,Residual,391.4559591,125,NA,NA
Glyma.05G031400,oil_content,C(type),28.18966022,1,9.229027145,0.002704831
Glyma.05G031400,oil_content,Residual,601.7278935,197,NA,NA
Glyma.05G031200,oil_content,C(type),37.7622385,4,3.057818633,0.017990046
Glyma.05G031200,oil_content,Residual,586.596703,190,NA,NA
Glyma.08G046000,oil_content,C(type),15.44308803,1,4.90424491,0.027903102
Glyma.08G046000,oil_content,Residual,639.2313042,203,NA,NA
Glyma.06G236100,oil_content,C(type),17.77129084,1,5.675427205,0.018122773
Glyma.06G236100,oil_content,Residual,638.7789325,204,NA,NA
Glyma.03G239900,oil_content,C(type),46.15226533,2,7.586279535,0.000684648
Glyma.03G239900,oil_content,Residual,553.6121001,182,NA,NA
Glyma.01G063900,oil_content,C(type),15.47712336,1,4.967217055,0.026934245
Glyma.01G063900,oil_content,Residual,629.4025173,202,NA,NA
Glyma.08G118300,oil_content,C(type),34.83015742,2,5.767931141,0.00366107
Glyma.08G118300,oil_content,Residual,612.9166406,203,NA,NA
Glyma.12G022900,oil_content,C(type),25.70610824,1,8.193076514,0.004689948
Glyma.12G022900,oil_content,Residual,580.4449666,185,NA,NA
Glyma.13G195800,oil_content,C(type),47.93025008,3,5.984965637,0.000658495
Glyma.13G195800,oil_content,Residual,472.498077,177,NA,NA
Glyma.08G179500,oil_content,C(type),13.38611734,1,4.450787279,0.036141403
Glyma.08G179500,oil_content,Residual,595.5016647,198,NA,NA
Glyma.02G256000,oil_content,C(type),14.10875474,1,4.5942226,0.033281492
Glyma.02G256000,oil_content,Residual,617.2664995,201,NA,NA
Glyma.18G045600,oil_content,C(type),38.37997379,4,3.218907759,0.014042469
Glyma.18G045600,oil_content,Residual,518.6631569,174,NA,NA
Glyma.12G078000,oil_content,C(type),31.53471302,1,10.81755885,0.001188934
Glyma.12G078000,oil_content,Residual,580.1131268,199,NA,NA
Glyma.04G065100,oil_content,C(type),53.67304928,2,9.015251054,0.000177712
Glyma.04G065100,oil_content,Residual,601.3119263,202,NA,NA
Glyma.20G105700,oil_content,C(type),32.39255601,4,2.544945779,0.041098833
Glyma.20G105700,oil_content,Residual,582.3147392,183,NA,NA
Glyma.14G210800,oil_content,C(type),35.755377,1,11.61316449,0.000793967
Glyma.14G210800,oil_content,Residual,606.5365969,197,NA,NA
Glyma.20G072600,oil_content,C(type),45.45918802,1,15.13273044,0.000135798
Glyma.20G072600,oil_content,Residual,609.8182481,203,NA,NA
Glyma.11G175400,oil_content,C(type),32.94516148,1,10.72655975,0.001244674
Glyma.11G175400,oil_content,Residual,614.2726509,200,NA,NA
Glyma.16G179400,oil_content,C(type),37.47098028,3,3.987844474,0.009037888
Glyma.16G179400,oil_content,Residual,488.6075641,156,NA,NA
Glyma.06G006900,oil_content,C(type),29.75156365,2,4.801838714,0.009260648
Glyma.06G006900,oil_content,Residual,576.2158173,186,NA,NA
Glyma.10G141900,oil_content,C(type),12.69492407,1,4.131488043,0.043586483
Glyma.10G141900,oil_content,Residual,543.8722167,177,NA,NA
Glyma.11G167000,oil_content,C(type),52.13826561,2,9.135447628,0.000161582
Glyma.11G167000,oil_content,Residual,553.6030603,194,NA,NA
Glyma.06G317500,oil_content,C(type),51.18974982,2,8.481457135,0.000293295
Glyma.06G317500,oil_content,Residual,591.478021,196,NA,NA
Glyma.20G108100,oil_content,C(type),35.26722932,2,5.923031201,0.00317712
Glyma.20G108100,oil_content,Residual,586.4939707,197,NA,NA
Glyma.05G001900,oil_content,C(type),14.40668576,1,4.547920026,0.0341967
Glyma.05G001900,oil_content,Residual,624.047274,197,NA,NA
Glyma.05G045600,oil_content,C(type),23.5150994,2,3.727370181,0.025778005
Glyma.05G045600,oil_content,Residual,618.2588875,196,NA,NA
Glyma.15G189700,oil_content,C(type),39.2139406,2,6.33207331,0.002159641
Glyma.15G189700,oil_content,Residual,613.0977848,198,NA,NA
Glyma.03G052200,oil_content,C(type),54.08519005,5,3.458221595,0.005207188
Glyma.03G052200,oil_content,Residual,569.2813094,182,NA,NA
Glyma.06G236300,oil_content,C(type),23.15068109,1,7.832870818,0.005635133
Glyma.06G236300,oil_content,Residual,588.1605408,199,NA,NA
Glyma.18G166800,oil_content,C(type),31.71656831,2,5.384126963,0.005300209
Glyma.18G166800,oil_content,Residual,571.4031535,194,NA,NA
Glyma.01G134600,oil_content,C(type),14.41289418,1,4.56587945,0.033811676
Glyma.01G134600,oil_content,Residual,640.8004307,203,NA,NA
Glyma.08G095400,oil_content,C(type),20.7402122,1,6.683633272,0.010423704
Glyma.08G095400,oil_content,Residual,636.1425482,205,NA,NA
Glyma.06G152800,oil_content,C(type),21.83848898,1,6.518583203,0.011500238
Glyma.06G152800,oil_content,Residual,606.384299,181,NA,NA
Glyma.09G232500,oil_content,C(type),17.26727386,1,5.452690254,0.020539781
Glyma.09G232500,oil_content,Residual,627.0153016,198,NA,NA
Glyma.20G232000,oil_content,C(type),33.68244315,2,5.529004368,0.004638782
Glyma.20G232000,oil_content,Residual,575.6897022,189,NA,NA
Glyma.11G084900,oil_content,C(type),18.78195789,1,6.27551008,0.013082511
Glyma.11G084900,oil_content,Residual,568.6505088,190,NA,NA
Glyma.12G110600,oil_content,C(type),34.00759725,1,11.06565112,0.001049083
Glyma.12G110600,oil_content,Residual,605.4317625,197,NA,NA
Glyma.15G254100,oil_content,C(type),23.19041829,1,8.31263198,0.004482333
Glyma.15G254100,oil_content,Residual,443.5750935,159,NA,NA
Glyma.08G220200,oil_content,C(type),19.28952012,2,3.201479281,0.042954775
Glyma.08G220200,oil_content,Residual,560.342646,186,NA,NA
Glyma.08G102900,oil_content,C(type),73.83934202,3,8.861663339,1.55E-05
Glyma.08G102900,oil_content,Residual,541.609069,195,NA,NA
Glyma.18G143900,oil_content,C(type),12.34132499,1,3.958445317,0.047979125
Glyma.18G143900,oil_content,Residual,632.8972038,203,NA,NA
Glyma.03G233800,oil_content,C(type),50.33045171,2,8.869627863,0.000208875
Glyma.03G233800,oil_content,Residual,530.5630978,187,NA,NA
Glyma.09G020200,oil_content,C(type),48.83092367,3,5.426563891,0.001343052
Glyma.09G020200,oil_content,Residual,551.90787,184,NA,NA
Glyma.06G313600,oil_content,C(type),79.88780536,3,9.250678893,9.75E-06
Glyma.06G313600,oil_content,Residual,541.1821691,188,NA,NA
Glyma.11G108000,oil_content,C(type),36.80731437,2,6.042126148,0.002847223
Glyma.11G108000,oil_content,Residual,590.9028389,194,NA,NA
Glyma.06G288700,oil_content,C(type),20.52830494,2,3.23873031,0.041321856
Glyma.06G288700,oil_content,Residual,621.161286,196,NA,NA
Glyma.02G111800,oil_content,C(type),30.1758887,2,4.960538643,0.007938739
Glyma.02G111800,oil_content,Residual,580.9444453,191,NA,NA
